11.61000001,15
11.61000000,49.58283918
11.60077503,0.05341965
11.60076859,0.05344031
11.58000009,155.65
11.58000008,50
11.58000000,25
11.57000000,6.3170631
11.56839144,0.03081642
11.56514656,0.2
11.56493531,0.1
11.56377487,0.1
11.56166623,0.1
11.56133271,0.1
11.56133081,0.1
11.56050612,0.1
11.56017230,0.1
11.55800000,3.59
11.55470556,0.1
11.55437191,0.1
11.55000001,96.234
11.55000000,43.29004329
11.54890500,0.1
11.54857152,0.1
11.54636829,0.1
11.54310445,0.1
11.54276957,0.1
11.54056609,0.1
11.54000000,2
11.53730390,0.1
